0.3479	0.5368	0.12103441	0.28815424	1
1.5619	2.0675	2.43953161	4.27455625	0
-0.5703	-0.7479	0.32524209	0.55935441	1
0.5127	0.9475	0.26286129	0.89775625	1
0.068	2.2695	0.004624	5.15063025	0
-1.5826	0.0122	2.50462276	0.00014884	0
0.3669	1.1191	0.13461561	1.25238481	1
-1.1882	0.477	1.41181924	0.227529	0
0.4843	1.1668	0.23454649	1.36142224	0
-1.0078	-0.1322	1.01566084	0.01747684	1
-1.1218	1.0295	1.25843524	1.05987025	0
0.8867	-0.4767	0.78623689	0.22724289	1
-0.3039	0.6964	0.09235521	0.48497296	1
0.4237	-1.2465	0.17952169	1.55376225	0
-1.2446	-0.1865	1.54902916	0.03478225	0
-0.3205	-1.7556	0.10272025	3.08213136	0
-0.1257	-2.8002	0.01580049	7.84112004	0
-0.1425	0.2921	0.02030625	0.08532241	1
0.0199	0.6196	0.00039601	0.38390416	1
0.4518	-0.0972	0.20412324	0.00944784	1
1.5113	2.1248	2.28402769	4.51477504	0
-1.7187	0.9253	2.95392969	0.85618009	0
0.2895	-0.8539	0.08381025	0.72914521	1
-0.1698	1.2107	0.02883204	1.46579449	1
-2.2757	-0.7438	5.17881049	0.55323844	0
-0.4149	0.0848	0.17214201	0.00719104	1
-0.1182	-0.1131	0.01397124	0.01279161	1
-1.8857	-0.2834	3.55586449	0.08031556	0
-0.7989	0.7499	0.63824121	0.56235001	1
-0.3679	-0.1747	0.13535041	0.03052009	1
-1.3172	1.0277	1.73501584	1.05616729	0
-0.3677	-1.1082	0.13520329	1.22810724	1
-0.0079	2.8609	0.00006241	8.18474881	0
0.0079	1.071	0.00006241	1.147041	1
-0.5899	-0.7967	0.34798201	0.63473089	1
0.9413	-1.1411	0.88604569	1.30210921	0
1.5899	-0.7768	2.52778201	0.60341824	0
-2.1258	-1.3086	4.51902564	1.71243396	0
0.9059	-0.6694	0.82065481	0.44809636	1
0.3121	-0.258	0.09740641	0.066564	1
-1.7724	0.5919	3.14140176	0.35034561	0
-0.0638	0.3501	0.00407044	0.12257001	1
-0.1653	-0.3407	0.02732409	0.11607649	1
1.0332	-0.1403	1.06750224	0.01968409	1
0.0032	0.2313	0.00001024	0.05349969	1
-1.2044	0.256	1.45057936	0.065536	0
-1.2261	0.3727	1.50332121	0.13890529	0
-0.2119	0.934	0.04490161	0.872356	1
0.7551	-0.4215	0.57017601	0.17766225	1
-0.8789	-0.8161	0.77246521	0.66601921	1
-1.0567	0.3904	1.11661489	0.15241216	1
-0.8328	-1.5363	0.69355584	2.36021769	0
2.5054	0.1319	6.27702916	0.01739761	0
1.8423	-0.0801	3.39406929	0.00641601	0
-0.1084	0.9808	0.01175056	0.96196864	1
2.4201	0.5783	5.85688401	0.33443089	0
-0.7094	1.1139	0.50324836	1.24077321	0
-0.0538	-0.8818	0.00289444	0.77757124	1
1.4136	-0.6567	1.99826496	0.43125489	0
-0.4274	0.5543	0.18267076	0.30724849	1
-0.855	0.9641	0.731025	0.92948881	0
0.0466	0.6644	0.00217156	0.44142736	1
-0.1121	1.8158	0.01256641	3.29712964	0
0.3341	1.1305	0.11162281	1.27803025	1
1.3028	0.8294	1.69728784	0.68790436	0
0.0871	1.4046	0.00758641	1.97290116	0
-1.4036	0.0732	1.97009296	0.00535824	0
-1.385	0.5888	1.918225	0.34668544	0
0.0064	-0.2736	0.00004096	0.07485696	1
0.767	0.4747	0.588289	0.22534009	1
-0.8932	-1.0835	0.79780624	1.17397225	0
-0.574	-3.2207	0.329476	10.37290849	0
1.5272	1.2253	2.33233984	1.50136009	0
1.227	-0.3215	1.505529	0.10336225	0
2.2511	1.0525	5.06745121	1.10775625	0
-1.0897	-0.1744	1.18744609	0.03041536	1
1.4766	-0.3716	2.18034756	0.13808656	0
-0.4213	0.812	0.17749369	0.659344	1
-1.8378	2.2018	3.37750884	4.84792324	0
-0.9852	0.1159	0.97061904	0.01343281	1
-0.7877	1.8596	0.62047129	3.45811216	0
-0.8163	0.3632	0.66634569	0.13191424	1
0.1137	-0.6385	0.01292769	0.40768225	1
-0.1924	-1.2844	0.03701776	1.64968336	0
-0.8021	-1.9549	0.64336441	3.82163401	0
0.1148	-0.7669	0.01317904	0.58813561	1
0.2601	1.2526	0.06765201	1.56900676	0
0.3801	-0.781	0.14447601	0.609961	1
-0.667	2.4032	0.444889	5.77537024	0
-0.0585	0.1235	0.00342225	0.01525225	1
1.4013	0.3193	1.96364169	0.10195249	0
0.5366	0.3732	0.28793956	0.13927824	1
1.9855	-1.184	3.94221025	1.401856	0
1.1691	-2.9794	1.36679481	8.87682436	0
0.0497	1.3073	0.00247009	1.70903329	0
1.4275	-0.3377	2.03775625	0.11404129	0
-0.0439	-1.1978	0.00192721	1.43472484	1
-0.095	-1.4832	0.009025	2.19988224	0
-1.9289	-0.8771	3.72065521	0.76930441	0
-0.6738	-0.1664	0.45400644	0.02768896	1
2.1901	-1.0436	4.79653801	1.08910096	0
1.0226	1.0756	1.04571076	1.15691536	0
1.1809	1.0213	1.39452481	1.04305369	0
1.1592	0.4304	1.34374464	0.18524416	0
-1.6095	0.18	2.59049025	0.0324	0
-0.681	0.3129	0.463761	0.09790641	1
0.0595	-1.4676	0.00354025	2.15384976	0
0.6896	0.2431	0.47554816	0.05909761	1
1.2369	-0.1124	1.52992161	0.01263376	0
-0.2484	0.4975	0.06170256	0.24750625	1
-0.4334	0.6763	0.18783556	0.45738169	1
0.9927	-2.0367	0.98545329	4.14814689	0
1.7473	1.0159	3.05305729	1.03205281	0
0.168	1.542	0.028224	2.377764	0
0.1621	-0.5363	0.02627641	0.28761769	1
0.4273	0.3978	0.18258529	0.15824484	1
0.7936	-0.3963	0.62980096	0.15705369	1
0.4707	0.7915	0.22155849	0.62647225	1
0.8491	0.6382	0.72097081	0.40729924	1
0.5385	-0.1554	0.28998225	0.02414916	1
0.2345	-0.2793	0.05499025	0.07800849	1
0.3525	0.2422	0.12425625	0.05866084	1
-1.0241	0.0798	1.04878081	0.00636804	1
0.1964	0.5101	0.03857296	0.26020201	1
0.4173	0.0458	0.17413929	0.00209764	1
-0.6877	-0.1913	0.47293129	0.03659569	1
1.1616	-0.2504	1.34931456	0.06270016	1
-1.67	-0.6318	2.7889	0.39917124	0
-0.0899	1.1966	0.00808201	1.43185156	1
-0.8277	0.2123	0.68508729	0.04507129	1
-0.003	0.4036	0.000009	0.16289296	1
0.3834	-0.7355	0.14699556	0.54096025	1
0.119	0.5823	0.014161	0.33907329	1
0.3855	-1.8915	0.14861025	3.57777225	0
0.8684	1.4811	0.75411856	2.19365721	0
-1.3137	0.2681	1.72580769	0.07187761	0
1.1195	0.3447	1.25328025	0.11881809	1
-0.722	0.8349	0.521284	0.69705801	1
0.3133	-0.0561	0.09815689	0.00314721	1
-1.6509	1.0122	2.72547081	1.02454884	0
0.8423	-1.063	0.70946929	1.129969	0
0.6974	0.1912	0.48636676	0.03655744	1
0.2835	-0.076	0.08037225	0.005776	1
0.8726	-0.4232	0.76143076	0.17909824	1
-0.0919	-0.091	0.00844561	0.008281	1
-1.3827	-0.0289	1.91185929	0.00083521	0
2.0542	0.095	4.21973764	0.009025	0
