0.8382	-1.1847	0.70257924	1.40351409	0.588901919	0.493617588	0
-1.9782	1.1715	3.91327524	1.37241225	-7.74124108	15.3137231	0
1.0265	0.7845	1.05370225	0.61544025	1.08162536	1.110288432	0
1.2331	-1.174	1.52053561	1.378276	1.874972461	2.312028541	0
0.2877	0.8648	0.08277129	0.74787904	0.0238133	0.006851086	1
1.1745	0.3032	1.37945025	0.09193024	1.620164319	1.902882992	1
-0.903	-2.8782	0.815409	8.28403524	-0.736314327	0.664891837	0
0.0769	-0.7477	0.00591361	0.55905529	0.000454757	3.49708E-05	1
0.2539	0.6537	0.06446521	0.42732369	0.016367717	0.004155763	1
-0.5902	1.302	0.34833604	1.695204	-0.205587931	0.121337997	0
0.8382	-1.6433	0.70257924	2.70043489	0.588901919	0.493617588	0
-0.8487	-0.7249	0.72029169	0.52548001	-0.611311557	0.518820119	1
0.6753	0.8189	0.45603009	0.67059721	0.30795712	0.207963443	1
1.0641	1.5574	1.13230881	2.42549476	1.204889805	1.282123241	0
1.0399	-0.7654	1.08139201	0.58583716	1.124539551	1.169408679	0
2.1274	2.1193	4.52583076	4.49143249	9.628252359	20.48314407	0
1.6786	0.5083	2.81769796	0.25836889	4.729787796	7.939421794	0
-1.393	1.734	1.940449	3.006756	-2.703045457	3.765342322	0
1.6219	0.0252	2.63055961	0.00063504	4.266504631	6.919843862	0
-0.7839	-0.4522	0.61449921	0.20448484	-0.481705931	0.377609279	1
-0.3969	0.9817	0.15752961	0.96373489	-0.062523502	0.024815578	1
0.2042	-0.4343	0.04169764	0.18861649	0.008514658	0.001738693	1
0.5876	-2.1989	0.34527376	4.83516121	0.202882861	0.119213969	0
1.9387	-1.4517	3.75855769	2.10743289	7.286715794	14.12675591	0
1.3023	0.418	1.69598529	0.174724	2.208681643	2.876366104	0
-0.4277	-0.1486	0.18292729	0.02208196	-0.078238002	0.033462393	1
-1.714	-1.611	2.937796	2.595321	-5.035382344	8.630645338	0
0.8747	1.5835	0.76510009	2.50747225	0.669233049	0.585378148	0
-0.1946	-0.3909	0.03786916	0.15280281	-0.007369339	0.001434073	1
1.6343	0.1338	2.67093649	0.01790244	4.365111506	7.133901734	0
-0.7015	0.3884	0.49210225	0.15085456	-0.345209728	0.242164624	1
2.0039	0.2474	4.01561521	0.06120676	8.046891319	16.12516551	0
0.6381	-0.842	0.40717161	0.708964	0.259816204	0.16578872	1
0.1499	-0.8706	0.02247001	0.75794436	0.003368254	0.000504901	1
-0.2909	-0.7293	0.08462281	0.53187849	-0.024616775	0.00716102	1
0.8622	1.1126	0.74338884	1.23787876	0.640949858	0.552626967	0
-2.1006	1.0978	4.41252036	1.20516484	-9.268940268	19.47033593	0
-1.1066	-0.2502	1.22456356	0.06260004	-1.355102035	1.499555912	1
0.03	0.6909	0.0009	0.47734281	0.000027	0.00000081	1
1.292	2.288	1.669264	5.234944	2.156689088	2.786442302	0
0.5796	-0.7306	0.33593616	0.53377636	0.194708598	0.112853104	1
-0.24	0.3718	0.0576	0.13823524	-0.013824	0.00331776	1
1.7786	0.8148	3.16341796	0.66389904	5.626455184	10.00721319	0
-1.9055	-0.4146	3.63093025	0.17189316	-6.918737591	13.18365448	0
-0.1584	0.7154	0.02509056	0.51179716	-0.003974345	0.000629536	1
0.2686	-1.4562	0.07214596	2.12051844	0.019378405	0.00520504	0
0.569	1.3545	0.323761	1.83467025	0.184220009	0.104821185	0
-1.0883	0.6401	1.18439689	0.40972801	-1.288979135	1.402795993	0
0.1502	0.2417	0.02256004	0.05841889	0.003388518	0.000508955	1
-0.7563	-0.0786	0.57198969	0.00617796	-0.432595803	0.327172205	1
-0.2895	1.0282	0.08381025	1.05719524	-0.024263067	0.007024158	1
0.0185	-1.1808	0.00034225	1.39428864	6.33163E-06	1.17135E-07	1
-0.7787	0.3011	0.60637369	0.09066121	-0.472183192	0.367689052	1
-0.2021	-0.8349	0.04084441	0.69705801	-0.008254655	0.001668266	1
0.8802	0.7288	0.77475204	0.53114944	0.681936746	0.600240723	1
