0.8382	-1.1847	0
-1.9782	1.1715	0
1.0265	0.7845	0
1.2331	-1.174	0
0.2877	0.8648	1
1.1745	0.3032	1
-0.903	-2.8782	0
0.0769	-0.7477	1
0.2539	0.6537	1
-0.5902	1.302	0
0.8382	-1.6433	0
-0.8487	-0.7249	1
0.6753	0.8189	1
1.0641	1.5574	0
1.0399	-0.7654	0
2.1274	2.1193	0
1.6786	0.5083	0
-1.393	1.734	0
1.6219	0.0252	0
-0.7839	-0.4522	1
-0.3969	0.9817	1
0.2042	-0.4343	1
0.5876	-2.1989	0
1.9387	-1.4517	0
1.3023	0.418	0
-0.4277	-0.1486	1
-1.714	-1.611	0
0.8747	1.5835	0
-0.1946	-0.3909	1
1.6343	0.1338	0
-0.7015	0.3884	1
2.0039	0.2474	0
0.6381	-0.842	1
0.1499	-0.8706	1
-0.2909	-0.7293	1
0.8622	1.1126	0
-2.1006	1.0978	0
-1.1066	-0.2502	1
0.03	0.6909	1
1.292	2.288	0
0.5796	-0.7306	1
-0.24	0.3718	1
1.7786	0.8148	0
-1.9055	-0.4146	0
-0.1584	0.7154	1
0.2686	-1.4562	0
0.569	1.3545	0
-1.0883	0.6401	0
0.1502	0.2417	1
-0.7563	-0.0786	1
-0.2895	1.0282	1
0.0185	-1.1808	1
-0.7787	0.3011	1
-0.2021	-0.8349	1
0.8802	0.7288	1
0.7834	0.2523	1
-0.839	-1.1717	0
-0.9135	0.6076	1
0.4441	0.2183	1
-2.3919	0.4307	0
-0.6826	0.2456	1
2.4723	-1.5988	0
-2.0892	-0.9283	0
-0.0504	-0.5001	1
-1.3567	0.5777	0
-0.5918	0.1742	1
0.0479	0.0058	1
-1.1948	0.7393	0
-1.0552	-0.4163	1
-0.8183	0.0873	1
0.4684	-0.0216	1
-1.2621	0.0845	0
0.087	0.0751	1
1.4254	0.337	0
-1.1202	-1.6432	0
1.6448	1.1132	0
-0.7286	1.269	0
-1.4362	-0.2894	0
0.6453	-0.0143	1
-0.5726	1.3333	0
-1.1477	0.8259	0
-0.698	-1.3424	0
-1.183	0.0698	1
-1.5204	1.1796	0
1.439	-0.2619	0
0.2795	-2.6825	0
0.3086	-1.1239	1
2.0494	0.0413	0
2.0226	1.4264	0
0.6518	0.9004	1
-0.3222	-0.457	1
0.2616	1.6824	0
0.6374	0.8145	1
1.2503	-1.3013	0
0.369	0.8665	1
-1.5932	-0.4846	0
-1.4291	-0.3748	0
-0.8399	0.5093	1
0.5465	0.8284	1
0.8406	-0.0765	1
-0.5434	-0.3611	1
-2.1063	0.2891	0
0.0477	-0.53	1
-0.185	0.9482	1
-0.2585	-0.4006	1
-0.2278	-1.6597	0
-0.1461	-0.9153	1
-1.777	-1.3726	0
1.0801	-0.3879	1
-0.13	-0.7575	1
-0.2469	0.6165	1
0.9496	-0.3755	1
0.6996	-1.0343	0
0.7479	0.7344	1
1.1014	-1.1114	0
1.173	1.1048	0
1.8372	-0.5307	0
-0.6575	2.2756	0
-0.922	0.5772	1
-0.2174	1.9764	0
-0.0573	1.0907	1
0.4948	-0.1557	1
-0.3061	0.1459	1
-0.951	0.2685	1
-0.9462	-0.3465	1
0.9565	-1.0843	0
-0.4898	-0.2029	1
-1.0683	-1.4688	0
-2.0354	0.0814	0
1.6313	0.023	0
-0.0118	0.4527	1
0.3485	-0.3907	1
-0.2964	0.3467	1
0.9422	0.638	1
0.8889	-0.3808	1
1.9321	-1.1207	0
0.368	-0.0197	1
-0.5705	-0.6823	1
1.2987	0.0918	0
0.9574	0.3992	1
0.1512	0.427	1
-0.3977	-0.8756	1
1.6847	0.426	0
-0.6535	0.563	1
-0.0549	-2.2212	0
0.3951	-0.9128	1
0.4405	-0.3258	1
-0.3713	-1.4964	0
1.7415	1.3948	0
-1.0032	0.1305	1
-0.3118	0.6327	1
1.1277	0.6123	0
1.2171	0.0739	1
1.2618	-0.454	0
0.4735	0.5057	1
1.0712	-0.6041	0
-0.4912	-0.8548	1
-1.3172	0.6707	0
-1.0449	1.0711	0
-0.1016	-1.2151	1
-0.9899	1.7864	0
-1.2359	2.2776	0
-0.3831	-0.676	1
-0.711	-1.8716	0
0.873	-0.0324	1
0.234	-0.2896	1
-1.6857	-1.2221	0
-1.6066	0.3379	0
-0.9412	0.331	1
0.1351	-2.0757	0
-0.2183	0.0069	1
1.6902	1.7219	0
0.6468	-2.6362	0
0.8562	1.1282	0
-0.5112	-1.107	1
-2.1165	0.173	0
2.9521	-0.8916	0
0.6588	0.7994	1
-1.3553	0.6473	0
-2.0335	0.8	0
-0.6661	0.5896	1
1.3001	-2.2503	0
0.0381	1.3146	0
0.2365	0.4011	1
0.7203	3.5114	0
-0.7186	-0.4045	1
1.3213	-0.518	0
-0.5284	-0.3813	1
-0.654	-0.8155	1
1.1758	-0.0271	1
-1.5349	-0.7934	0
-0.343	0.6504	1
0.772	-0.4653	1
1.2028	0.7177	0
0.645	0.6018	1
-1.6704	-1.613	0
0.8341	0.1759	1
0.9533	-1.6175	0
-0.4373	0.8969	1
0.5153	-0.0732	1
