0.3479	0.5368	0.12103441	0.28815424	0.042107871	0.014649328	1
1.5619	2.0675	2.43953161	4.27455625	3.810304422	5.951314476	0
-0.5703	-0.7479	0.32524209	0.55935441	-0.185485564	0.105782417	1
0.5127	0.9475	0.26286129	0.89775625	0.134768983	0.069096058	1
0.068	2.2695	0.004624	5.15063025	0.000314432	2.13814E-05	0
-1.5826	0.0122	2.50462276	0.00014884	-3.96381598	6.27313517	0.00E+00
0.3669	1.1191	0.13461561	1.25238481	0.049390467	0.018121362	1
-1.1882	0.477	1.41181924	0.227529	-1.677523621	1.993233566	0
0.4843	1.1668	0.23454649	1.36142224	0.113590865	0.055012056	0
-1.0078	-0.1322	1.01566084	0.01747684	-1.023582995	1.031566942	1
-1.1218	1.0295	1.25843524	1.05987025	-1.411712652	1.583659253	0
0.8867	-0.4767	0.78623689	0.22724289	0.69715625	0.618168447	1
-0.3039	0.6964	0.09235521	0.48497296	-0.028066748	0.008529485	1
0.4237	-1.2465	0.17952169	1.55376225	0.07606334	0.032228037	0
-1.2446	-0.1865	1.54902916	0.03478225	-1.927921693	2.399491339	0
-0.3205	-1.7556	0.10272025	3.08213136	-0.03292184	0.01055145	0
-0.1257	-2.8002	0.01580049	7.84112004	-0.001986122	0.000249655	0
-0.1425	0.2921	0.02030625	0.08532241	-0.002893641	0.000412344	1
0.0199	0.6196	0.00039601	0.38390416	7.8806E-06	1.56824E-07	1
0.4518	-0.0972	0.20412324	0.00944784	0.09222288	0.041666297	1
1.5113	2.1248	2.28402769	4.51477504	3.451851048	5.216782489	0
-1.7187	0.9253	2.95392969	0.85618009	-5.076918958	8.725700613	0
0.2895	-0.8539	0.08381025	0.72914521	0.024263067	0.007024158	1
-0.1698	1.2107	0.02883204	1.46579449	-0.00489568	0.000831287	1
-2.2757	-0.7438	5.17881049	0.55323844	-11.78541903	26.82007809	0
-0.4149	0.0848	0.17214201	0.00719104	-0.07142172	0.029632872	1
-0.1182	-0.1131	0.01397124	0.01279161	-0.001651401	0.000195196	1
-1.8857	-0.2834	3.55586449	0.08031556	-6.705293669	12.64417227	0
-0.7989	0.7499	0.63824121	0.56235001	-0.509890903	0.407351842	1
-0.3679	-0.1747	0.13535041	0.03052009	-0.049795416	0.018319733	1
-1.3172	1.0277	1.73501584	1.05616729	-2.285362864	3.010279965	0
-0.3677	-1.1082	0.13520329	1.22810724	-0.04971425	0.01827993	1
-0.0079	2.8609	0.00006241	8.18474881	-4.93039E-07	3.89501E-09	0
